iteration,pid,path_w,path_d,success,start_timestamp,end_timestamp,input_mode
1,3,100,1500,True,1782747529.4038,1782747531.5994,latency
2,3,100,1500,True,1782747533.7329,1782747536.0412,latency
3,3,100,1500,True,1782747538.3585,1782747540.8931,latency
