iteration,pid,num_targets,target_w,target_d,target_id,timestamp,input
1,1,10,50,300,0,1782743289.569,latency
1,1,10,50,300,1,1782743291.3184,latency
1,1,10,50,300,2,1782743292.6833,latency
1,1,10,50,300,3,1782743294.6001,latency
1,1,10,50,300,4,1782743296.0884,latency
1,1,10,50,300,5,1782743298.3231,latency
1,1,10,50,300,6,1782743299.7522,latency
1,1,10,50,300,7,1782743301.1622,latency
1,1,10,50,300,8,1782743302.537,latency
1,1,10,50,300,9,1782743304.0895,latency
2,1,10,50,300,0,1782743305.0502,latency
2,1,10,50,300,1,1782743307.2461,latency
2,1,10,50,300,2,1782743308.7417,latency
2,1,10,50,300,3,1782743310.1732,latency
2,1,10,50,300,4,1782743311.4587,latency
2,1,10,50,300,5,1782743312.5879,latency
2,1,10,50,300,6,1782743314.0178,latency
2,1,10,50,300,7,1782743315.383,latency
2,1,10,50,300,8,1782743316.5452,latency
2,1,10,50,300,9,1782743317.7999,latency
