iteration,pid,path_w,path_d,success,start_timestamp,end_timestamp,input_mode
1,1,150,1000,True,1782744659.905,1782744661.109,latency
2,1,150,1000,True,1782744663.0268,1782744664.0584,latency
3,1,150,1000,True,1782744665.7,1782744666.3512,latency
