iteration,pid,path_w,path_d,success,start_timestamp,end_timestamp,input_mode
1,3,50,1000,True,1782747589.9503,1782747593.3072,latency
2,3,50,1000,False,1782747596.0349,1782747596.2385,latency
3,3,50,1000,True,1782747598.0715,1782747600.9086,latency
