iteration,pid,path_w,path_d,success,start_timestamp,end_timestamp,input_mode
1,3,50,500,True,1782747312.9499,1782747314.1443,mouse
2,3,50,500,True,1782747315.62,1782747316.9185,mouse
3,3,50,500,True,1782747317.9341,1782747319.758,mouse
