iteration,pid,path_w,path_d,success,start_timestamp,end_timestamp,input_mode
1,3,150,500,True,1782747919.9009,1782747922.0833,pose
2,3,150,500,True,1782747925.1827,1782747927.018,pose
3,3,150,500,True,1782747929.6534,1782747931.616,pose
