iteration,pid,path_w,path_d,success,start_timestamp,end_timestamp,input_mode
1,3,150,1500,False,1782747795.4861,1782747796.386,pose
2,3,150,1500,False,1782747799.3225,1782747804.2559,pose
3,3,150,1500,True,1782747815.989,1782747822.2027,pose
