iteration,pid,path_w,path_d,success,start_timestamp,end_timestamp,input_mode
1,3,100,1500,False,1782747876.6003,1782747879.1521,pose
2,3,100,1500,False,1782747882.5363,1782747887.6835,pose
3,3,100,1500,False,1782747901.1989,1782747901.2505,pose
